Object ID,Type,Title,Artist,Date,Medium,Image,Dimensions (h x w x d),Frame Dimensions (h x w x d),Location ,Source,Date Acquired,Notes,Amount Paid,Current Value
SK.001,Painting,Visitor 16,"Hussey, Tim (American, b. 1970)",2008,acrylic and mixed media on wood panel,,"38"" x 46""",NA,Living Room,Tim Hussey,2009,purchased from the artist,,$4200.00
